ID,Produto,Grupo,Risk Indicator,Rank
ESC1402,Escavadeira,Demais,0.5261774777206616,3385.0
ESC1403,Escavadeira,Demais,0.5084458909885305,3774.0
ESC1404,Escavadeira,Demais,0.6999446030841222,324.0
ESC1405,Escavadeira,Demais,0.6817570856266132,484.0
ESC1406,Escavadeira,Demais,0.5479032379466446,2526.0
ESC1407,Escavadeira,Demais,0.6077970039258764,1081.0
ESC1408,Escavadeira,Demais,0.547565555256605,2564.0
ESC1409,Escavadeira,Demais,0.6599501417823713,573.0
ESC141,Escavadeira,Demais,0.5081801604678602,3815.0
ESC1411,Escavadeira,Demais,0.5536665744100386,2410.0
ESC1412,Escavadeira,Demais,0.6374693230506208,745.0
ESC1413,Escavadeira,Demais,0.5469929810578209,2623.0
ESC1414,Escavadeira,Demais,0.5438616869570375,2937.0
ESC1415,Escavadeira,Demais,0.6501507960614022,660.0
ESC1416,Escavadeira,Demais,0.5724225848526363,1833.0
ESC1417,Escavadeira,Demais,0.6034434938392412,1193.0
ESC1418,Escavadeira,Demais,0.5663206573436909,1888.0
ESC1419,Escavadeira,Demais,0.6961503670252408,339.0
ESC142,Escavadeira,Demais,0.49521569250752756,4208.0
ESC1420,Escavadeira,Demais,0.6103837954439904,982.0
ESC1421,Escavadeira,Demais,0.5622882078175148,2023.0
ESC1423,Escavadeira,Demais,0.6009142352264125,1241.0
ESC1425,Escavadeira,Demais,0.5575344664211082,2200.0
ESC1426,Escavadeira,Demais,0.5938090627120269,1463.0
ESC1427,Escavadeira,Demais,0.5086458318701805,3744.0
ESC1428,Escavadeira,Demais,0.5658133618020291,1897.0
ESC143,Escavadeira,Demais,0.5089565158223432,3717.0
ESC1430,Escavadeira,Demais,0.5546331896742662,2354.0
ESC1431,Escavadeira,Demais,0.5467844944014917,2664.0
ESC1432,Escavadeira,Demais,0.5471834179399976,2605.0
ESC1433,Escavadeira,Demais,0.5262835943827701,3383.0
ESC1434,Escavadeira,Demais,0.5262819131069474,3384.0
ESC1435,Escavadeira,Demais,0.5924078807600544,1515.0
ESC1436,Escavadeira,Demais,0.6098534960536717,998.0
ESC1437,Escavadeira,Demais,0.5442182287934233,2915.0
ESC1438,Escavadeira,Demais,0.7960182568011915,75.0
ESC1439,Escavadeira,Demais,0.8561888849999482,14.0
ESC144,Escavadeira,Demais,0.5449473858887784,2875.0
ESC1440,Escavadeira,Demais,0.5542637645890551,2375.0
ESC1441,Escavadeira,Demais,0.6793365520707453,499.0
